customer_id,created_at,churned,company_size,contract_type,plan_tier,acquisition_channel,industry,country,tenure_days,company_size_enc,contract_type_enc,plan_tier_enc,acquisition_channel_enc,industry_enc,country_enc,months_active,avg_sessions_all,avg_sessions_3m,avg_adoption_all,avg_adoption_3m,sessions_trend,adoption_trend,sessions_mom_change,avg_api_calls,avg_active_users,total_tickets,tickets_last_3m,avg_csat,min_csat,avg_resolution_hours,pct_billing_tickets,pct_bug_tickets,high_priority_tickets,total_payments,failed_payment_count,late_payment_count,pct_on_time,avg_days_late,payment_ratio,recent_failed_payments,avg_monthly_revenue,target
CUST-F6575D62,2024-05-28,False,SMB,Monthly,Basic,Organic,Retail,India,217,0,0,0,0,6,4,8,27.25,18.67,0.5181,0.614,-2.2857,0.0604,-15.0,223.88,2.5,6.0,5.0,3.6666666666666665,2.0,23.545557505648148,0.667,0.333,1.0,8,1,3,0.5,10.25,0.875,0,99.0,0
CUST-7D6F35A2,2024-04-03,True,SMB,Multi-Year,Pro,Organic,Manufacturing,Canada,272,0,2,1,0,5,1,8,47.12,39.0,0.458,0.2967,-5.0119,-0.0543,-18.0,214.12,2.5,1.0,1.0,3.0,3.0,11.15309689111111,1.0,0.0,1.0,8,2,0,0.75,11.38,0.75,1,299.0,1
CUST-A0EBD43E,2024-10-29,False,SMB,Annual,Basic,Partner,Retail,Germany,63,0,1,0,2,6,3,3,38.0,38.0,0.2983,0.2983,-6.5,-0.0475,-35.0,234.67,2.67,1.0,1.0,2.0,2.0,15.620217968055556,0.0,0.0,1.0,3,0,1,0.667,3.33,1.0,0,99.0,0
CUST-75C520A8,2024-03-07,True,SMB,Monthly,Pro,Organic,Education,India,299,0,0,1,0,1,4,5,30.8,34.33,0.3554,0.3597,2.4,-0.0014,-3.0,204.6,2.2,3.0,3.0,1.3333333333333333,1.0,62.35994840425926,0.0,0.333,1.0,5,0,2,0.6,7.2,1.0,0,299.0,1
CUST-09166D45,2023-09-07,False,Mid-Market,Annual,Pro,Partner,Retail,France,481,1,1,1,2,6,2,16,37.62,37.0,0.3908,0.3713,-0.1412,0.0061,7.0,208.88,3.0,14.0,1.0,2.642857142857143,1.0,57.80865834630953,0.143,0.5,3.0,16,0,3,0.812,3.31,1.0,0,299.0,0
CUST-57EF57AB,2024-07-02,False,Mid-Market,Monthly,Pro,Organic,Healthcare,India,182,1,0,1,0,3,4,6,57.5,68.0,0.5395,0.6573,3.2286,0.0467,-2.0,189.83,2.83,3.0,3.0,3.6666666666666665,3.0,14.705796479907407,0.667,0.333,1.0,6,2,0,0.667,12.0,0.6667,2,299.0,0
CUST-551CE1F0,2024-03-23,False,SMB,Monthly,Basic,Partner,Healthcare,Australia,283,0,0,0,2,3,0,10,38.5,21.33,0.3578,0.2687,-3.8485,-0.0282,-11.0,213.6,2.7,3.0,2.0,3.0,2.0,19.0092984725,0.0,0.0,1.0,10,0,5,0.5,8.0,1.0,0,99.0,0
CUST-18CF1AFF,2024-03-03,True,SMB,Monthly,Basic,Paid,Manufacturing,Canada,303,0,0,0,1,5,1,9,39.11,38.67,0.3879,0.352,0.0667,-0.0125,-6.0,219.22,3.11,7.0,5.0,3.2857142857142856,1.0,48.300786725198414,0.0,0.714,2.0,9,0,4,0.556,9.67,1.0,0,99.0,1
CUST-E00871DA,2022-08-24,False,SMB,Monthly,Pro,Organic,Finance,Australia,860,0,0,1,0,2,0,29,81.31,72.33,0.7634,0.8537,-0.0202,0.0002,-20.0,536.79,4.59,7.0,1.0,4.428571428571429,4.0,21.44440533579365,0.0,0.0,3.0,29,1,2,0.897,2.59,0.9655,0,299.0,0
CUST-259EF8DA,2024-10-29,False,Mid-Market,Annual,Enterprise,Referral,Finance,Germany,63,1,1,2,3,2,3,3,25.0,25.0,0.2917,0.2917,3.5,0.0745,20.0,139.33,1.67,1.0,1.0,4.0,4.0,19.2295425275,0.0,0.0,0.0,3,0,1,0.667,2.67,1.0,0,999.0,0
CUST-F9D7540B,2023-09-30,True,SMB,Monthly,Basic,Organic,Healthcare,Canada,458,0,0,0,0,3,1,14,34.21,36.33,0.4064,0.349,0.9736,-0.0138,14.0,208.21,2.57,12.0,5.0,2.5,1.0,50.025115705370375,0.083,0.583,4.0,14,1,2,0.786,4.71,0.9286,0,99.0,1
CUST-B192AB61,2024-02-03,False,Mid-Market,Multi-Year,Enterprise,Paid,E-commerce,Germany,332,1,2,2,1,0,3,11,82.55,77.33,0.7683,0.7277,-0.1182,-0.0059,-10.0,527.09,4.45,1.0,1.0,5.0,5.0,12.347466795833334,0.0,0.0,0.0,11,0,0,1.0,0.0,1.0,0,999.0,0
CUST-0A73550C,2023-12-19,True,SMB,Monthly,Basic,Paid,Finance,France,378,0,0,0,1,2,2,13,31.54,35.33,0.4115,0.3637,0.3077,-0.0033,-16.0,246.77,2.38,11.0,5.0,2.8181818181818183,1.0,51.31877972785353,0.091,0.727,4.0,13,1,2,0.769,7.08,0.9231,1,99.0,1
CUST-2592779E,2024-10-16,True,SMB,Monthly,Basic,Paid,Manufacturing,Canada,76,0,0,0,1,5,1,3,15.33,15.33,0.2193,0.2193,20.0,-0.005,34.0,253.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1.0,0.0,1.0,0,99.0,1
CUST-3CCA0218,2024-04-19,False,SMB,Annual,Basic,Paid,Logistics,US,256,0,1,0,1,4,6,9,67.56,77.33,0.5646,0.6267,5.4333,0.0366,41.0,211.44,3.11,3.0,2.0,3.0,1.0,10.394669844537036,1.0,0.0,1.0,9,4,1,0.444,22.78,0.5556,1,99.0,0
CUST-46A08B6A,2023-09-27,False,SMB,Monthly,Basic,Organic,Manufacturing,Germany,461,0,0,0,0,5,3,16,33.25,21.67,0.3878,0.4227,-0.7765,0.0043,-7.0,215.38,2.62,13.0,3.0,2.3846153846153846,1.0,47.88769893047009,0.154,0.462,4.0,16,0,1,0.938,1.06,1.0,0,99.0,0
CUST-B9CF28B9,2023-08-13,False,SMB,Monthly,Pro,Organic,SaaS,Australia,506,0,0,1,0,7,0,17,74.94,75.67,0.7462,0.7023,0.0539,-0.0009,1.0,538.71,5.06,2.0,1.0,4.5,4.0,7.8029149844444445,0.0,0.0,0.0,17,0,1,0.941,0.35,1.0,0,299.0,0
CUST-F8A62E0B,2022-08-31,False,SMB,Monthly,Basic,Paid,SaaS,Australia,853,0,0,0,1,7,0,29,78.69,75.67,0.7432,0.7677,-0.1074,0.0006,-22.0,468.34,4.83,1.0,1.0,5.0,5.0,16.5499260625,0.0,1.0,0.0,29,1,1,0.931,1.28,0.9655,0,99.0,0
CUST-5DF2BA94,2022-03-24,False,Enterprise,Multi-Year,Enterprise,Referral,E-commerce,UK,1013,2,2,2,3,0,5,34,82.74,98.67,0.75,0.792,0.0432,0.0003,0.0,477.41,4.74,2.0,1.0,5.0,5.0,18.831365058472223,0.0,0.0,1.0,34,1,0,0.971,1.41,0.9706,0,999.0,0
CUST-E61F56C8,2024-02-24,True,SMB,Multi-Year,Basic,Referral,Manufacturing,France,311,0,2,0,3,5,2,8,35.75,31.0,0.4371,0.4567,-1.4524,0.0072,-27.0,163.88,3.0,5.0,5.0,3.2,2.0,62.35178358166668,0.0,0.2,1.0,8,0,3,0.625,7.25,1.0,0,99.0,1
CUST-B1080CF2,2024-11-10,True,Mid-Market,Multi-Year,Pro,Referral,Healthcare,Germany,51,1,2,1,3,3,3,2,14.5,14.5,0.269,0.269,0.0,0.0,-3.0,186.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,1.0,0,299.0,1
CUST-93E4160A,2023-08-17,False,Enterprise,Multi-Year,Enterprise,Organic,Logistics,India,502,2,2,2,0,4,4,17,33.76,36.33,0.4006,0.402,-0.2181,-0.0015,-5.0,201.88,3.12,11.0,3.0,2.3636363636363638,1.0,47.85810461469698,0.0,0.455,2.0,17,1,3,0.765,3.24,0.9412,1,999.0,0
CUST-ED8B80CD,2022-07-31,False,SMB,Monthly,Basic,Organic,Education,Germany,884,0,0,0,0,1,3,30,80.9,76.67,0.7367,0.743,-0.3473,-0.001,2.0,471.47,4.5,4.0,1.0,3.75,1.0,20.658964650972223,0.0,0.0,1.0,30,0,1,0.967,0.93,1.0,0,99.0,0
CUST-687530FC,2024-11-11,False,SMB,Monthly,Pro,Partner,Logistics,Germany,50,0,0,1,2,4,3,2,23.0,23.0,0.247,0.247,0.0,0.0,-2.0,234.0,4.5,1.0,1.0,2.0,2.0,38.369870106388895,0.0,0.0,0.0,2,0,0,1.0,0.0,1.0,0,299.0,0
CUST-915FE95F,2023-07-26,False,SMB,Monthly,Basic,Paid,Healthcare,Canada,524,0,0,0,1,3,1,18,79.61,89.0,0.7749,0.747,0.5108,-0.0029,-7.0,472.72,4.33,3.0,2.0,3.6666666666666665,3.0,20.75871317009259,0.333,0.333,1.0,18,0,0,1.0,0.0,1.0,0,99.0,0
CUST-E13F4838,2024-02-15,False,Mid-Market,Annual,Pro,Partner,Healthcare,US,320,1,1,1,2,3,6,11,33.91,36.67,0.4075,0.381,1.4091,-0.0046,3.0,177.64,2.18,9.0,5.0,3.3333333333333335,2.0,44.39105975780864,0.333,0.556,2.0,11,0,2,0.818,4.27,1.0,0,299.0,0
CUST-FA44546C,2024-11-26,True,SMB,Monthly,Basic,Partner,E-commerce,India,35,0,0,0,2,0,4,2,26.5,26.5,0.393,0.393,0.0,0.0,31.0,316.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,1.0,0,99.0,1
CUST-D0152DEC,2024-05-28,False,SMB,Monthly,Basic,Partner,Logistics,Germany,217,0,0,0,2,4,3,8,45.5,28.33,0.4502,0.3343,-7.0952,-0.0533,11.0,187.38,2.12,1.0,1.0,4.0,4.0,25.905679764166667,1.0,0.0,0.0,8,0,1,0.875,2.0,1.0,0,99.0,0
CUST-50A38481,2024-07-10,True,SMB,Monthly,Pro,Paid,Retail,Germany,174,0,0,1,1,6,3,6,37.5,34.33,0.5178,0.6503,-2.6571,0.0648,45.0,172.67,2.83,1.0,1.0,4.0,4.0,33.022402338333336,0.0,0.0,0.0,6,1,0,0.833,8.17,0.8333,0,299.0,1
CUST-7A83033A,2023-09-27,True,Mid-Market,Annual,Pro,Organic,Education,Australia,461,1,1,1,0,1,0,12,80.17,84.33,0.8022,0.7673,0.5035,0.0013,-17.0,510.0,4.42,3.0,2.0,4.0,3.0,18.00024544333333,0.0,0.333,2.0,12,0,1,0.917,1.5,1.0,0,299.0,1
CUST-1D7537E3,2024-03-10,True,SMB,Monthly,Basic,Paid,Manufacturing,Germany,296,0,0,0,1,5,3,8,48.25,31.67,0.4345,0.3287,-7.119,-0.0444,3.0,235.25,2.75,1.0,1.0,3.0,3.0,10.50619889361111,1.0,0.0,1.0,8,0,4,0.5,9.12,1.0,0,99.0,1
CUST-A0A0D525,2023-03-30,False,SMB,Annual,Basic,Referral,Healthcare,India,642,0,1,0,3,3,4,22,79.45,88.33,0.744,0.693,0.14,0.0005,13.0,495.05,4.36,4.0,1.0,3.75,3.0,20.594362942916664,0.0,0.0,1.0,22,0,0,1.0,0.0,1.0,0,99.0,0
CUST-2FA9DACF,2023-12-31,False,Mid-Market,Annual,Enterprise,Partner,Manufacturing,Germany,366,1,1,2,2,5,3,13,52.08,45.67,0.5421,0.566,-0.1813,-0.0019,35.0,184.85,2.85,5.0,3.0,3.6,2.0,20.213993374722225,0.6,0.2,1.0,13,0,8,0.385,14.85,1.0,0,999.0,0
CUST-4034BB5A,2023-11-07,False,SMB,Monthly,Pro,Referral,SaaS,US,420,0,0,1,3,7,6,14,78.07,76.0,0.7942,0.8313,-0.3495,0.0068,5.0,509.36,4.64,4.0,1.0,4.75,4.0,15.032883435486113,0.0,0.0,1.0,14,1,0,0.929,2.71,0.9286,0,299.0,0
CUST-78DA6240,2024-10-15,False,Mid-Market,Annual,Enterprise,Referral,E-commerce,Australia,77,1,1,2,3,0,0,3,32.67,32.67,0.2917,0.2917,0.0,0.026,-5.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0.667,10.0,1.0,0,999.0,0
CUST-A4954F49,2024-03-26,True,SMB,Monthly,Pro,Partner,Finance,France,280,0,0,1,2,2,2,9,37.44,18.67,0.4721,0.3523,-5.0667,-0.035,-17.0,232.89,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,0.889,2.78,1.0,0,299.0,1
CUST-98A65617,2023-05-20,True,Mid-Market,Annual,Pro,Referral,Manufacturing,Germany,591,1,1,1,3,5,3,10,76.2,72.67,0.7535,0.727,-1.7455,0.0036,-2.0,477.5,4.1,3.0,2.0,3.0,1.0,21.315926882962962,0.667,0.0,0.0,10,0,0,1.0,0.0,1.0,0,299.0,1
CUST-5C29EB12,2023-01-10,False,Mid-Market,Monthly,Pro,Partner,Healthcare,UK,721,1,0,1,2,3,5,24,82.5,78.0,0.7801,0.7367,-0.1887,0.002,22.0,504.88,4.88,3.0,1.0,3.3333333333333335,3.0,21.88923133287037,0.0,0.333,0.0,24,0,0,1.0,0.0,1.0,0,299.0,0
CUST-A92303AA,2023-11-30,False,Mid-Market,Annual,Enterprise,Referral,Logistics,France,397,1,1,2,3,4,2,14,74.93,69.0,0.7743,0.7683,0.2044,-0.001,6.0,501.43,4.43,1.0,1.0,4.0,4.0,12.684998076388888,0.0,1.0,0.0,14,0,0,1.0,0.0,1.0,0,999.0,0
CUST-1660008C,2024-02-01,False,Mid-Market,Monthly,Pro,Organic,Manufacturing,Australia,334,1,0,1,0,5,0,11,41.45,24.67,0.3784,0.2907,-4.2818,-0.03,-11.0,183.73,2.18,1.0,1.0,3.0,3.0,25.888924663055555,0.0,0.0,0.0,11,1,3,0.636,7.73,0.9091,0,299.0,0
CUST-67807E92,2024-02-21,True,SMB,Annual,Basic,Referral,Logistics,Germany,314,0,1,0,3,4,3,9,46.22,30.67,0.4257,0.276,-5.9833,-0.0486,17.0,200.44,2.33,3.0,3.0,4.0,3.0,18.720510119722224,0.333,0.0,1.0,9,0,1,0.889,1.11,1.0,0,99.0,1
CUST-853BBDFB,2024-03-20,False,SMB,Annual,Pro,Organic,Manufacturing,Germany,286,0,1,1,0,5,3,10,46.1,52.33,0.531,0.6123,2.1273,0.0289,-19.0,249.7,2.8,1.0,1.0,2.0,2.0,21.44195333361111,0.0,0.0,1.0,10,1,3,0.6,6.0,0.9,0,299.0,0
CUST-81A442E2,2023-03-20,True,Mid-Market,Monthly,Pro,Paid,Healthcare,Germany,652,1,0,1,1,3,3,11,80.55,80.33,0.7539,0.7587,0.1455,-0.001,-6.0,488.64,4.36,3.0,3.0,3.0,1.0,13.064669084907408,0.0,0.667,3.0,11,0,0,1.0,0.0,1.0,0,299.0,1
CUST-24DCE2B3,2023-07-30,False,Mid-Market,Monthly,Pro,Partner,Healthcare,Germany,520,1,0,1,2,3,3,18,32.56,24.67,0.3192,0.1453,-2.1507,-0.0311,1.0,171.22,2.39,2.0,1.0,3.5,3.0,15.486143433333332,0.5,0.0,1.0,18,2,3,0.722,6.72,0.8889,1,299.0,0
CUST-92610A96,2024-05-03,True,Mid-Market,Multi-Year,Pro,Paid,Logistics,France,242,1,2,1,1,4,2,5,52.6,51.33,0.5088,0.4907,-2.2,-0.0336,-13.0,172.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0.8,4.8,1.0,0,299.0,1
CUST-3C13C00F,2023-08-15,False,Mid-Market,Monthly,Pro,Partner,Education,India,504,1,0,1,2,1,4,17,77.71,79.67,0.7697,0.7657,-0.0809,-0.0011,37.0,535.18,5.06,2.0,2.0,5.0,5.0,8.66564253111111,0.0,0.5,1.0,17,0,2,0.882,2.94,1.0,0,299.0,0
CUST-F4681E02,2024-03-22,False,Mid-Market,Annual,Pro,Partner,Education,Germany,284,1,1,1,2,1,3,10,33.8,40.33,0.3799,0.383,1.4424,0.0077,-5.0,258.7,2.1,7.0,4.0,1.4285714285714286,1.0,53.426076092698416,0.0,0.429,1.0,10,2,2,0.6,8.3,0.8,1,299.0,0
CUST-1DF8F2CC,2024-04-25,False,Enterprise,Multi-Year,Enterprise,Paid,Logistics,France,250,2,2,2,1,4,2,9,43.89,27.33,0.4158,0.2917,-4.9833,-0.0545,-20.0,168.89,2.67,2.0,1.0,1.5,1.0,24.22707524388889,0.0,0.0,1.0,9,0,1,0.889,1.44,1.0,0,999.0,0
CUST-FCF845A0,2024-03-23,False,SMB,Monthly,Basic,Partner,Education,India,283,0,0,0,2,1,4,10,37.2,39.33,0.4256,0.4447,0.5697,0.0041,4.0,233.9,2.2,9.0,7.0,2.3333333333333335,1.0,62.74739482101851,0.222,0.556,2.0,10,1,3,0.6,10.4,0.9,0,99.0,0
CUST-FCC23329,2022-10-09,False,Mid-Market,Annual,Pro,Paid,Manufacturing,UK,814,1,1,1,1,5,5,27,79.63,84.67,0.7374,0.8193,-0.1484,0.0012,6.0,507.67,4.67,7.0,2.0,4.428571428571429,3.0,20.45297039686508,0.143,0.0,3.0,27,0,2,0.926,1.67,1.0,0,299.0,0
CUST-71A1B7EA,2023-10-31,True,Enterprise,Annual,Enterprise,Paid,Logistics,Australia,427,2,1,2,1,4,0,11,37.91,12.67,0.3583,0.1513,-5.8182,-0.0498,-13.0,180.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,2,0.636,10.82,0.8182,1,999.0,1
CUST-CA0F36DD,2024-03-16,False,SMB,Monthly,Pro,Partner,Retail,India,290,0,0,1,2,6,4,10,31.4,35.0,0.4006,0.3207,0.5333,-0.0137,-6.0,268.5,2.4,7.0,6.0,1.8571428571428572,1.0,43.74120184837302,0.143,0.286,1.0,10,0,0,1.0,0.0,1.0,0,299.0,0
CUST-28230201,2024-04-13,False,Mid-Market,Monthly,Enterprise,Paid,Logistics,India,262,1,0,2,1,4,4,9,35.0,34.33,0.3811,0.3587,0.2667,-0.0108,-3.0,198.89,1.67,6.0,4.0,2.0,1.0,47.35623780634259,0.0,0.167,0.0,9,0,3,0.667,4.78,1.0,0,999.0,0
CUST-4947F79D,2023-02-16,False,SMB,Annual,Pro,Paid,Manufacturing,Germany,684,0,1,1,1,5,3,23,76.26,82.33,0.766,0.7763,0.004,0.0,-14.0,494.61,4.35,8.0,4.0,4.25,2.0,23.09199351784722,0.0,0.125,2.0,23,0,1,0.957,0.43,1.0,0,299.0,0
CUST-CE7637AF,2023-08-19,True,Enterprise,Annual,Enterprise,Organic,Healthcare,UK,500,2,1,2,0,3,5,8,80.88,75.33,0.7756,0.7217,-2.7738,-0.0276,-13.0,486.12,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,1.0,0.0,1.0,0,999.0,1
CUST-51B107F7,2023-11-11,True,SMB,Monthly,Basic,Organic,Retail,Canada,416,0,0,0,0,6,1,7,33.0,33.67,0.435,0.4627,-0.2143,0.0035,4.0,159.71,2.86,4.0,4.0,1.75,1.0,53.89261204694445,0.25,0.25,0.0,7,1,2,0.571,12.0,0.8571,0,99.0,1
CUST-BA5EF00D,2023-12-26,False,Enterprise,Multi-Year,Enterprise,Organic,E-commerce,France,371,2,2,2,0,0,2,13,36.54,36.0,0.429,0.427,-0.5,0.0002,-22.0,189.08,2.92,8.0,3.0,2.375,1.0,63.37413068552084,0.25,0.5,1.0,13,0,4,0.692,3.77,1.0,0,999.0,0
CUST-A63C37E5,2024-11-29,False,SMB,Annual,Basic,Organic,E-commerce,US,32,0,1,0,0,0,6,2,20.0,20.0,0.251,0.251,0.0,0.0,-4.0,273.0,2.5,1.0,1.0,5.0,5.0,31.700786381944447,0.0,0.0,0.0,2,0,0,1.0,0.0,1.0,0,99.0,0
CUST-192FE6BF,2023-10-19,True,Enterprise,Annual,Enterprise,Partner,Logistics,Canada,439,2,1,2,2,4,1,9,51.89,32.67,0.4502,0.346,-5.1167,-0.0402,-5.0,189.67,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,0.889,1.22,1.0,0,999.0,1
CUST-2466C919,2023-07-12,True,Mid-Market,Monthly,Pro,Paid,SaaS,Germany,538,1,0,1,1,7,3,14,32.36,32.0,0.4018,0.4307,-0.7846,-0.0008,-23.0,194.07,2.64,10.0,1.0,2.5,1.0,59.36571373688889,0.1,0.4,3.0,14,2,2,0.714,9.29,0.8571,0,299.0,1
CUST-7408CA37,2024-03-21,False,SMB,Monthly,Basic,Referral,Education,India,285,0,0,0,3,1,4,10,32.7,36.0,0.3914,0.3207,0.3212,-0.0114,-1.0,230.6,2.6,9.0,2.0,1.8888888888888888,1.0,46.98030079046296,0.0,0.444,2.0,10,1,2,0.7,6.8,0.9,0,99.0,0
CUST-6EE0EC06,2024-05-25,True,SMB,Monthly,Pro,Organic,Retail,Germany,220,0,0,1,0,6,3,8,49.12,37.0,0.4568,0.6397,-3.4405,0.0461,63.0,78.25,3.12,3.0,2.0,3.6666666666666665,3.0,19.518303178425924,1.0,0.0,0.0,8,1,2,0.5,13.25,0.625,1,299.0,1
CUST-C6CDC60C,2024-02-10,False,Mid-Market,Annual,Pro,Partner,Retail,Canada,325,1,1,1,2,6,1,11,36.09,16.67,0.3633,0.1483,-5.1455,-0.0492,-16.0,181.55,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,3,0.455,13.36,0.7273,1,299.0,0
CUST-0E97CEDE,2024-10-26,True,Mid-Market,Annual,Pro,Referral,SaaS,Australia,66,1,1,1,3,7,0,2,26.0,26.0,0.3895,0.3895,0.0,0.0,2.0,90.0,4.0,1.0,1.0,4.0,4.0,48.35493411166667,0.0,0.0,0.0,2,0,0,1.0,0.0,1.0,0,299.0,1
CUST-E0737383,2024-01-07,False,Mid-Market,Annual,Enterprise,Organic,Retail,Canada,359,1,1,2,0,6,1,12,41.25,18.33,0.3725,0.1833,-6.0105,-0.0477,-5.0,247.42,3.17,3.0,3.0,3.0,1.0,8.975925977870371,0.0,0.0,1.0,12,1,0,0.917,1.25,0.9167,0,999.0,0
CUST-C5A2D80B,2023-06-19,False,Mid-Market,Monthly,Pro,Partner,Finance,India,561,1,0,1,2,2,4,19,35.47,34.67,0.399,0.342,-0.0456,-0.0019,14.0,195.84,3.32,11.0,2.0,2.272727272727273,1.0,44.57222472035353,0.091,0.636,2.0,19,0,3,0.842,3.84,1.0,0,299.0,0
CUST-94B3D17D,2024-05-09,False,Mid-Market,Annual,Pro,Organic,E-commerce,Canada,236,1,1,1,0,0,1,8,36.0,46.0,0.4726,0.3477,4.6429,-0.0237,-48.0,181.75,2.75,2.0,2.0,3.5,3.0,20.63687142166667,1.0,0.0,1.0,8,2,1,0.375,12.75,0.25,0,299.0,0
CUST-EB54033C,2024-05-17,True,Enterprise,Annual,Enterprise,Referral,Manufacturing,US,228,2,1,2,3,5,6,5,57.4,48.67,0.5196,0.462,-9.4,-0.0784,-7.0,218.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.8,10.4,0.8,0,999.0,1
CUST-DAA87E13,2024-06-09,True,Mid-Market,Monthly,Enterprise,Organic,Education,India,205,1,0,2,0,1,4,4,37.5,37.0,0.4278,0.4417,-1.4,0.0381,-2.0,212.0,2.75,1.0,1.0,1.0,1.0,97.42648318944444,0.0,0.0,1.0,4,0,0,1.0,0.0,1.0,0,999.0,1
CUST-E1652429,2024-04-02,False,SMB,Monthly,Basic,Partner,E-commerce,France,273,0,0,0,2,0,2,9,31.56,30.67,0.3433,0.3007,-0.6167,-0.0028,22.0,193.0,2.78,5.0,2.0,3.0,2.0,51.40133916211111,0.2,0.4,1.0,9,0,2,0.778,2.78,1.0,0,99.0,0
CUST-350D44EC,2023-05-17,False,SMB,Multi-Year,Pro,Referral,Finance,Australia,594,0,2,1,3,2,0,20,79.85,82.67,0.7265,0.6867,0.0323,-0.0035,3.0,491.1,4.45,4.0,3.0,4.75,4.0,16.815260514027777,0.0,0.0,2.0,20,0,0,1.0,0.0,1.0,0,299.0,0
CUST-3C806FCB,2022-06-22,False,Mid-Market,Annual,Pro,Organic,Finance,Germany,923,1,1,1,0,2,3,31,82.0,76.67,0.7485,0.7067,-0.0633,-0.0005,-1.0,484.29,4.74,2.0,1.0,2.0,1.0,31.652068212083336,0.0,0.0,0.0,31,2,3,0.839,5.42,0.9355,0,299.0,0
CUST-EEBA2541,2024-04-22,True,SMB,Annual,Pro,Organic,E-commerce,US,253,0,1,1,0,0,6,8,45.5,31.0,0.4232,0.275,-4.881,-0.0446,0.0,156.25,2.88,3.0,3.0,1.6666666666666667,1.0,11.544543546296296,0.667,0.0,1.0,8,1,0,0.875,6.38,0.875,1,299.0,1
CUST-69C03633,2024-02-15,True,SMB,Annual,Basic,Referral,Education,Australia,320,0,1,0,3,1,0,7,54.29,45.67,0.5099,0.489,-3.25,-0.0273,-10.0,177.43,4.0,1.0,1.0,1.0,1.0,27.09456406361111,1.0,0.0,0.0,7,0,2,0.714,3.43,1.0,0,99.0,1
CUST-832FAD28,2024-04-27,False,Enterprise,Multi-Year,Enterprise,Paid,Education,Germany,248,2,2,2,1,1,3,9,60.67,52.67,0.4957,0.4597,-2.3167,0.0201,3.0,218.22,1.89,2.0,1.0,4.0,3.0,23.03356043152778,1.0,0.0,2.0,9,2,3,0.111,14.89,0.1111,2,999.0,0
CUST-2F019467,2022-10-10,False,Mid-Market,Monthly,Enterprise,Paid,E-commerce,France,813,1,0,2,1,0,2,27,81.33,83.67,0.7551,0.8123,0.1551,0.0004,-9.0,474.96,4.74,3.0,2.0,4.333333333333333,3.0,13.055485840462964,0.0,0.0,1.0,27,0,1,0.963,0.7,1.0,0,999.0,0
CUST-598ADA34,2023-07-23,True,SMB,Multi-Year,Pro,Organic,E-commerce,Germany,527,0,2,1,0,0,3,11,33.36,19.33,0.3689,0.1317,-3.9636,-0.0535,-26.0,207.73,2.64,3.0,2.0,2.0,1.0,27.36644699861111,0.0,0.667,1.0,11,0,1,0.909,1.64,1.0,0,299.0,1
CUST-5435F045,2024-04-23,True,SMB,Monthly,Basic,Organic,Logistics,Canada,252,0,0,0,0,4,1,9,40.78,25.0,0.4368,0.3267,-3.4833,-0.0388,1.0,272.0,3.33,1.0,1.0,4.0,4.0,27.09248587777778,0.0,0.0,0.0,9,1,1,0.778,7.89,0.8889,0,99.0,1
CUST-3C2BB659,2024-03-08,True,SMB,Annual,Pro,Partner,Healthcare,UK,298,0,1,1,2,3,5,10,33.9,34.0,0.4,0.4153,-0.2606,-0.0038,-10.0,156.3,3.8,5.0,2.0,2.6,1.0,30.227332191555554,0.2,0.4,1.0,10,0,1,0.9,2.3,1.0,0,299.0,1
CUST-B163DE3F,2022-11-05,False,SMB,Monthly,Basic,Referral,Logistics,Canada,787,0,0,0,3,4,1,26,80.15,84.0,0.7685,0.751,-0.1709,0.0003,11.0,468.58,4.19,4.0,1.0,4.5,4.0,13.979355160416667,0.0,0.25,2.0,26,0,0,1.0,0.0,1.0,0,99.0,0
CUST-F45EA412,2023-11-06,False,Mid-Market,Annual,Enterprise,Partner,Logistics,Australia,421,1,1,2,2,4,0,14,31.86,33.33,0.3941,0.4097,0.756,0.0013,0.0,180.5,2.64,13.0,5.0,2.4615384615384617,1.0,43.65780090905984,0.154,0.385,2.0,14,0,2,0.857,3.5,1.0,0,999.0,0
CUST-2499CB34,2023-12-09,True,SMB,Annual,Pro,Partner,Finance,Germany,388,0,1,1,2,2,3,12,49.08,61.0,0.6123,0.5517,-0.465,-0.0103,-47.0,132.0,3.33,2.0,2.0,4.5,4.0,27.209798998055554,1.0,0.0,0.0,12,2,4,0.5,14.67,0.8333,0,299.0,1
